Due Date:,Title:,HTML:,Owner:,Location:,Scope:,Relevant,Checked,Completed
2/12/2018,['Computers for Chapter 31 Veterans'],http://www.dcbids.net/bid_opportunities/2018/01/13/8347633-Computers_for_Chapter_31_Veterans.html,"['U.S. Department of Veterans Affairs,  Veterans Benefits Administration']","['United States, DC']"," HP-ProBook 450 G4 15.6 Notebook Intel. Core i7 -7500U Dual-core (2 core) 2.70 Ghz. 8GB DDR4, SDRAM 500 GB HDD Windows 10 Pro 64-bit (English) 1920 X1080 DVD-Writer Intel HD Graphics 620 DDR4 SDRAM Bluetooth English Keyboard Front Camera/Webcam IEEE 8... ",,X,
2/12/2018,['Pump Stations D-10 & D-11 Flow Analysis and Redesign'],http://www.floridabids.net/bid_opportunities/2018/01/18/8357675-Pump_Stations_D_10___D_11_Flow_Analysis_and_Redesign.html,"['Fort Lauderdale, City of']","['United States, FL']"," Work includes rehabilitating the sewage pumping Stations D-10 and D-11 and associated waste water system components. The work consists of but not limited to: demolish and remove existing structures, piping and equipment; clean, rehabilitate, and pain... ",,X,
2/12/2018,['Environmental Services'],http://www.georgiabids.net/bid_opportunities/2018/01/02/8322556-Environmental_Services.html,"['Grady Health System/Fulton-DeKalb Hospital Authority, Contracts Dept.']","['United States, GA']", Provide environmental services to the health system. The preferred vendor will demonstrate that they will utilize best in class programs and processes.  ,,X,
2/12/2018,['Talley Lane Water Main Installation'],http://www.georgiabids.net/bid_opportunities/2018/01/05/8328059-Talley_Lane_Water_Main_Installation.html,"['Gwinnett County BOC, Purchasing']","['United States, GA']"," Works will include the construction of approx  2,700 LF of an 8"" DIA DIP water main; 80 LF of 6"" DIA DIP water main; 8 Fire Hydrants; 8-6"" gate valves; 2-8"" gate valves; 60 LF of 16"" steel casing jack and bore, asphalt pavement restoration, restorati... ",,X,
2/12/2018,"['Architect-Engineer Services, Indefinite-Delivery Architect-Engineer Services Contract (Environmental/Planning)']",http://www.hawaiibids.net/bid_opportunities/2018/01/12/8347601-Architect_Engineer_Services__Indefinite_Delivery_Architect_Engineer_Services_Contract__Environmental_Planning_.html,"['US Army Corps Of Engineers, Honolulu']","['United States, HI']", Architect-engineer (environmental and planning engineering) services. ,,X,
2/12/2018,"['Ahukini Landfill Restoration, Phase II']",http://www.hawaiibids.net/bid_opportunities/2018/01/13/8350341-Ahukini_Landfill_Restoration__Phase_II.html,"['Hawaii Dept. of Transportation, Airport Division']","['United States, HI']"," DESIGN-BUILD: Provide planning and design services for landfill restoration, phase II. The project scope includes working with various agencies to develop a plan to deal with shearwater bird habitats in the project area; creating construction plans a... ",,X,
2/12/2018,"['Knoblett Trust WRE Restoration Project (Crawford Co, IL)']",http://www.illinoisbids.com/bid_opportunities/2018/01/13/8347185-Knoblett_Trust_WRE_Restoration_Project__Crawford_Co__IL_.html,"['Illinois State Office, Dept. of Agriculture, Natural Resources Conservation Service']","['United States, IL']", Restoration of a Wetlands Reserve Easement (WRE). Excavate multiple pool areas and placing fill in the spoil berms. Area will be seeded upon completion of construction.  ,,X,
2/12/2018,['Community Crossings Roadway Improvements'],http://www.indianabids.com/bid_opportunities/2018/01/19/8361641-Community_Crossings_Roadway_Improvements.html,"['Haubstadt, Town of']","['United States, IN']"," Widening and overlay of W. Elm Street from S. Campbell Boulevard to S. Haven Drive, along with the installation of driveways and storm sewers, plus surface restoration and all other works. ",,X,
2/12/2018,"['2018 Street Improvements - Parts 1, 2, 3, 4, & 5']",http://www.indianabids.com/bid_opportunities/2018/01/20/8363254-2018_Street_Improvements___Parts_1__2__3__4____5.html,"['Topeka, Town of']","['United States, IN']"," Work includes construction and/or improvements for street milling and resurfacing, new storm sewer and drainage improvements, new ADA ramps, pavement markings, related appurtenances, and site restoration. ",,X,
2/12/2018,['RFP - Vehicle Valuation Solution'],http://www.indianabids.com/bid_opportunities/2018/01/10/8340808-RFP___Vehicle_Valuation_Solution.html,"['Indiana Dept. of Administration, Purchasing Division']","['United States, IN']", Provide Vehicle Valuation solution for the Bureau of Motor Vehicles/Commission (BMV/C). Updatethe Vehicle Valuation solution with real-time data preferably accessed via web service. See attached file ,,X,
2/12/2018,['RFP - VIN Validation Solution'],http://www.indianabids.com/bid_opportunities/2018/01/10/8340782-RFP___VIN_Validation_Solution.html,"['Indiana Dept. of Administration, Purchasing Division']","['United States, IN']"," Provide a VIN Validation solution that providescomprehensive, accurate, real-time data to the Indiana Bureau of Motor Vehicles/Commission (BMV/C). Update the Vin Validation solution with real-time data preferably accessed via web service. See attache... ",,X,
2/12/2018,"['RFP - Ballot Printing Services, Clerk/register']",http://www.michiganbids.net/bid_opportunities/2018/01/20/8364648-RFP___Ballot_Printing_Services__Clerk_register.html,"['Washtenaw County, Purchasing']","['United States, MI']"," Ballot Printing Services, Clerk/register. ",,X,
2/12/2018,['M.S and H.S Science Adoption Supplies'],http://www.missouribids.com/bid_opportunities/2018/01/18/8357508-M.S_and_H.S_Science_Adoption_Supplies.html,['The School District of Springfield R-12 Purchasing Department'],"['United States, MO']", Purchase of science adoption supplies. Specs: qty 96 set of line 31 spirometer; qty 130 set of line 32 wireless force acceleration sensor; qty 130 set of line 33 wireless voltage sensor; qty 130 set of line 34 corning hot plate; qty 260 set of line 3... ,,X,
2/12/2018,['On-call Project Management Services'],http://www.northcarolinabids.com/bid_opportunities/2018/01/04/8325659-On_call_Project_Management_Services.html,"['Kernersville, Town of']","['United States, NC']"," The on-call contract is intended to provide a flexible and effective way for CD to respond to recurring project management service needs for multi-dimensional tasks covering a range of transportation, sewer, stormwater, watershed, environmental, and ... ",,X,
2/12/2018,['Provide Speech Language Pathologist Services for DPSD'],http://www.ohiobids.com/bid_opportunities/2018/01/17/8355711-Provide_Speech_Language_Pathologist_Services_for_DPSD.html,"['Dayton Public Schools, Purchasing']","['United States, OH']", Qualified vendors to provide speech language pathologist services. ,,X,
2/12/2018,['Provide Audiologist Services for DPSD'],http://www.ohiobids.com/bid_opportunities/2018/01/17/8355691-Provide_Audiologist_Services_for_DPSD.html,"['Dayton Public Schools, Purchasing']","['United States, OH']", Qualified vendors to provide audiologist services. ,,X,
2/12/2018,['Oregon Apprenticeship Initiative in Manufacturing'],http://www.oregonbids.com/bid_opportunities/2017/11/22/8225014-Oregon_Apprenticeship_Initiative_in_Manufacturing.html,['State of Oregon Employment Department'],"['United States, OR']", Seeking qualified individuals or firms to create new registered Apprenticeship programs within the advanced manufacturing industry OR expand existing registered Apprenticeship programs in the advanced manufacturing industry. The total funds available... ,,X,
2/12/2018,['Recycling Rewards Program Management'],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/18/8357371-Recycling_Rewards_Program_Management.html,['Philadelphia Street Dept.'],"['United States, PA']"," seeking applicants interested in assisting the City with building on the current Recycling Rewards program and increasing participation and utilization of the program. The selected Applicant will be responsible for marketing the program, maintaining ... ",,X,
2/12/2018,['Paving Restoration-Phase II'],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/18/8353463-Paving_Restoration_Phase_II.html,"['South Williamsport, Borough of']","['United States, PA']"," Work includes approx 1 LS mobilization; 110 VF 2\'x4\' inlet with M-top; 26 LF 12"" SLCPP; 169 LF 18"" SLCPP; 142 LF 12"" RCP; 69 LF 15"" RCP; 121 LF 18"" RCP; 28 LF 24"" RCP; 15 VF storm manhole; 3 EA leader abandonment; 9 EA inlet adjustments; 6 EA manhole... ",,X,
2/12/2018,['Three Year Agriculture Land Lease on Unused Airport Property'],http://www.texasbids.net/bid_opportunities/2018/01/12/8345849-Three_Year_Agriculture_Land_Lease_on_Unused_Airport_Property.html,"['Bonham, City of']","['United States, TX']", Three year agriculture land lease on unused airport property.  ,,X,
2/12/2018,['Consolidated Crew Readiness Facility B1397'],http://www.texasbids.net/bid_opportunities/2017/12/28/8311762-Consolidated_Crew_Readiness_Facility_B1397.html,['Department of the Army'],"['United States, TX']", Construct an addition to the Crew Readiness Facility and extensive renovations to the existing facility utilizing conventional design and construction methods to accommodate the mission of the facility. Facilities will be designed as permanent constr... ,,X,
2/12/2018,['RFP - Web-Based Electronic Claims and Insurance Verification System'],http://www.texasbids.net/bid_opportunities/2018/01/14/8350531-RFP___Web_Based_Electronic_Claims_and_Insurance_Verification_System.html,['Harris County - Purchasing Dept.'],"['United States, TX']", Web-based electronic claims and insurance verification system.  ,,X,
2/12/2018,['National Farm To Cafeteria Conference Scholarships'],http://www.wisconsinbids.com/bid_opportunities/2018/01/10/8339280-National_Farm_To_Cafeteria_Conference_Scholarships.html,['National Farm to School Network'],"['United States, WI']"," Host the 9th national farm to cafeteria conference in cincinnati, ohio, april 25-27, 2018. Scholarships are prioritized for the following groups: early care and education providers, farm to college/hospital practitioners, farmers / farmer support org... ",,X,
2/13/2018,['RFP - Design Services - Airport Boulevard and Petaluma Boulevard South Park and Ride Lots'],http://www.californiabids.com/bid_opportunities/2018/01/19/8362077-RFP___Design_Services___Airport_Boulevard_and_Petaluma_Boulevard_South_Park_and_Ride_Lots.html,['Cotati Public Works/Engineering Department'],"['United States, CA']", Designing a proposed park and ride lot. The new parking spaces created at these two park and ride locations are intended to replace 136 of the 166 existing park and ride spaces. The remaining 30 parking spaces into a future redevelopment of the prope... ,,X,
2/13/2018,['S. De Anza Boulevard Medians-Phase 1 Project'],http://www.californiabids.com/bid_opportunities/2018/01/14/8350472-S._De_Anza_Boulevard_Medians_Phase_1_Project.html,"['Cupertino, City of']","['United States, CA']"," Landscape renovations within the two existing medians including preservation of selected existing trees, removal of trees and other vegetation, removal of earthen berms, and the removal of existing and construction of new arbor structures. Work also ... ",,X,
2/13/2018,['RFP - Intranet User Interface (UI) Enhancement'],http://www.californiabids.com/bid_opportunities/2018/01/19/8361339-RFP___Intranet_User_Interface__UI__Enhancement.html,['Butte County Information Systems'],"['United States, CA']"," Project consist of providing software, initial installation assistance and user training for administrators and content providers. It also includes Graphical Enhancements; Navigational Enhancements; Web Part/App Part Enhancements; Mobile Ready; etc. ",,X,
2/13/2018,['2018 Concrete Rehabilitation Projects'],http://www.coloradobids.net/bid_opportunities/2018/01/22/8366255-2018_Concrete_Rehabilitation_Projects.html,"['Longmont, City of']","['United States, CO']"," Removal and replacement of existing concrete, new construction of miscellaneous concrete items and large scale restoration of irrigation and landscaping at street medians. These items include, but are not limited to, curb walk (Hollywood, Vertical, M... ",,X,
2/13/2018,"['Market Survey-Federal Human Resource (FHR), Retirement Benefits Calculator On-line Human Resources (HR) Processing Tool']",http://www.dcbids.net/bid_opportunities/2017/12/22/8299484-Market_Survey_Federal_Human_Resource__FHR___Retirement_Benefits_Calculator_On_line_Human_Resources__HR__Processing_Tool.html,['Federal Aviation Administration'],"['United States, DC']"," Federal Human Resource (FHR), Retirement Benefits Calculator On-line Human Resources (HR) Processing Tool. Interested Parties must demonstrate how their relevant corporate experience, technical approach, corporate capability, and past performance, in... ",,X,
2/13/2018,['Old Tampa Bay Water Quality Improvement Project Monitoring'],http://www.floridabids.net/bid_opportunities/2018/01/18/8358764-Old_Tampa_Bay_Water_Quality_Improvement_Project_Monitoring.html,['Florida Dept. of Transportation - District 7'],"['United States, FL']", Provide ecological and survey services to implement a monitoring program to measure and demonstrate ecological improvements resulting from the old Tampa bay water quality improvement project (OTBWQIP). It is anticipated that the term of the contract ... ,,X,
2/13/2018,['NW 105th Way (SW-0125) Drainage Improvements'],http://www.floridabids.net/bid_opportunities/2017/12/22/8302516-NW_105th_Way__SW_0125__Drainage_Improvements.html,"['Medley, Town of']","['United States, FL']"," Work includes, but is not limited to, the drainage construction and associated pavement restoration . ",,X,
2/13/2018,['Yellow Fever Creek Preserve Hydrologic Restoration'],http://www.floridabids.net/bid_opportunities/2018/01/09/8338305-Yellow_Fever_Creek_Preserve_Hydrologic_Restoration.html,['Florida Fish and Wildlife Conservation Commission'],"['United States, FL']"," Yellow fever creek preserve hydrologic restoration. Re-contour an existing 3-acre pond, remove a berm and fill a ditch (with berm material). The perimeter of the pond will be re-contoured to create a more natural and gradual slope instead of the curr... ",,X,
2/13/2018,['CDBG 17 NR WM & FM Replacements'],http://www.floridabids.net/bid_opportunities/2018/01/13/8341888-CDBG_17_NR_WM___FM_Replacements.html,"['Hilliard, Town of']","['United States, FL']"," Constructing approx. 9,200 LF of 6"" PVC water main; 200 LF of 6"" fusible PVC water main directionally bored; 2,700 LF of 6"" PVC force main; 520 LF of 6"" PVC force main directionally bored; fittings; valves; fire hydrants; connection to existing mains... ",,X,
2/13/2018,['Ash Tower Feeder Main'],http://www.iowabids.com/bid_opportunities/2018/01/20/8361307-Ash_Tower_Feeder_Main.html,"['Ankeny, City of']","['United States, IA']"," Works include approx 6,500 LF 24"" dia. feeder main constructed by trenched and trenchless methods; 200 LF 16"" water main installed by trenched method; 10 LF 12"" water main; water main connections, valves, hydrants, erosion control, surface restoratio... ",,X,
2/13/2018,"[""Coeur d' Alene Airport US Forest Service Taxiway Rehab & Taxilane Extension""]",http://www.idahobids.com/bid_opportunities/2018/01/17/8355804-Coeur_d__Alene_Airport_US_Forest_Service_Taxiway_Rehab___Taxilane_Extension.html,['Kootenai County Board of County Commissioner'],"['United States, ID']"," U.S. Forest service taxiway rehabilitation generally consists of providing and placing approx. 1,210 CY of crushed aggregate base course and 2,950 tons of new asphalt pavement. Other work items include to grade and compact existing subgrade, paved sh... ",,X,
2/13/2018,['Emergency Response for Environmental Clean-up and Disposal of Hazardous and Non-Hazardous Waste'],http://www.illinoisbids.com/bid_opportunities/2018/01/10/8339880-Emergency_Response_for_Environmental_Clean_up_and_Disposal_of_Hazardous_and_Non_Hazardous_Waste.html,['Northeast Illinois Regional Commuter Railroad Corporation (METRA)'],"['United States, IL']", Emergency Response for Environmental Clean-up and Disposal of Hazardous and Non-Hazardous Waste. ,,X,
2/13/2018,['Food Service Building'],http://www.massbids.net/bid_opportunities/2017/12/28/8314485-Food_Service_Building.html,"['Commonwealth of Massachusetts, Division of Capital Asset Management and Maintenance']","['United States, MA']"," The work includes new one-story 22,250 square foot structure. Building areas include dining rooms, kitchen, property storage, mechanical/electrical utility areas. Site will be landscaped & paved. Demolition of an approx.18,000 square foot existing bu... ",,X,
2/13/2018,['Anoka County-Blaine Airport - 2018 Pavement Reconstruction-Taxiway Foxtrot (MAC 144333)'],http://www.minnesotabids.com/bid_opportunities/2018/01/17/8355301-Anoka_County_Blaine_Airport___2018_Pavement_Reconstruction_Taxiway_Foxtrot__MAC_144333_.html,['Metropolitan Airports Commission (MAC)'],"['United States, MN']"," Work includes pavement removal, excavation, aggregate base, bituminous pavement, pavement marking, turf restoration, and airfield lights and circuitry. ",,X,
2/13/2018,['Saint Paul Downtown Airport'],http://www.minnesotabids.com/bid_opportunities/2018/01/19/8360915-Saint_Paul_Downtown_Airport.html,['Metropolitan Airports Commission (MAC)'],"['United States, MN']"," Work includes bituminous milling, bituminous pavement, pavement marking, storm sewer improvements and turf restoration. See outside link.  ",,X,
2/13/2018,['2018 Airport Access Roads'],http://www.minnesotabids.com/bid_opportunities/2018/01/19/8360279-2018_Airport_Access_Roads.html,['Metropolitan Airports Commission (MAC)'],"['United States, MN']"," Main work items include: Bituminous milling, bituminous pavement, pavement marking, stormsewer improvements and turf restoration. ",,X,
2/13/2018,['2018 G Concourse Moving Walks'],http://www.minnesotabids.com/bid_opportunities/2018/01/19/8360265-2018_G_Concourse_Moving_Walks.html,['Metropolitan Airports Commission (MAC)'],"['United States, MN']"," The work of this project includes demolishing an existing set of moving walks and preparing the area for the replacement of new moving walks, and install of new moving walks. Work includes concrete and metal decking floor demolition and infill, mason... ",,X,
2/13/2018,"['Performance Based Service Contract (PBSC) for Road Maintenance, Homochitto Ranger District, National Forests in Mississippi']",http://www.mississippibids.com/bid_opportunities/2018/01/16/8347169-Performance_Based_Service_Contract__PBSC__for_Road_Maintenance__Homochitto_Ranger_District__National_Forests_in_Mississippi.html,['Department of Agriculture Office: Forest Service'],"['United States, MS']"," Road maintenance services on roads within the administrative boundaries of the Ranger District. Provide all materials, labor, equipment, tools, transportation, permits, licenses, supervision, expertise, and other incidentals necessary to successfully... ",,X,
2/13/2018,"['Species, Esa Least Tern / Snowy Plover Monitoring (Breeding Srvy)']",http://www.nebraskabids.com/bid_opportunities/2018/01/16/8352609-Species__Esa_Least_Tern___Snowy_Plover_Monitoring__Breeding_Srvy_.html,"['US Army Corps of Engineers, Omaha District']","['United States, NE']", Conduct population and breeding surveys for federally threatened western snowy plover and endangered California least tern. Field work shall be conducted through the nesting season (March 1 through September 30). The snowy plover population on base s... ,,X,
2/13/2018,"['Demolition and Removal of a One (1) Story Industrial Building, Its Contents and Debris in and Around the Property']",http://www.newjerseybids.com/bid_opportunities/2018/01/11/8343497-Demolition_and_Removal_of_a_One__1__Story_Industrial_Building__Its_Contents_and_Debris_in_and_Around_the_Property.html,['Camden County Purchasing Dept'],"['United States, NJ']"," Provide for the demolition and removal of a one (1) story industrial building, its contents and debris in and around the property, whether above or below ground, and final site grading and restoration of the property. ",,X,
2/13/2018,['23WHM-2018 Summer Herbicide-Western'],http://www.pennsylvaniabids.com/bid_opportunities/2017/12/29/8317149-23WHM_2018_Summer_Herbicide_Western.html,"['Pennsylvania Game Commission, Purchasing Division']","['United States, PA']", Provide ground application of herbicide in forested areas for approx. A three (3) month period. ,,X,
2/13/2018,['Sucker Run Stream Bank Stabilization'],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/17/8350916-Sucker_Run_Stream_Bank_Stabilization.html,"['Valley, Township of']","['United States, PA']", Project involves the stabilization of approx 150 LF of eroding stream bank by means of rock bank stabilization and riparian buffer restoration.  ,,X,
2/13/2018,"['RFP : Bussing Services for MPS Students (Regular, Suburban and Special Education)']",http://www.wisconsinbids.com/bid_opportunities/2018/01/13/8349438-RFP___Bussing_Services_for_MPS_Students__Regular__Suburban_and_Special_Education_.html,['Milwaukee Public Schools - Purchasing Services'],"['United States, WI']"," Professional and qualified transportation providers for school bussing services throughout the school year. This request includes bussing services for: regular school day transportation, transportation of students from the City of Milwaukee to variou... ",,X,
2/14/2018,['Request for Qualifications - Professional Services Public Outreach Campaign 2018 Rio de Flag Flood Control Project'],http://www.arizonabids.net/bid_opportunities/2018/01/16/8353107-Request_for_Qualifications___Professional_Services_Public_Outreach_Campaign_2018_Rio_de_Flag_Flood_Control_Project.html,"['Flagstaff, City of']","['United States, AZ']"," Provide Public Relations Services: Provide public outreach services including strategic public communication, produce a project video, provide outreach advertising, scheduling and facilitating public meetings, develop and maintain a public website, e... ",,X,
2/14/2018,['RFP - Raised Median Along Dr. Martin Luther King Jr. Boulevard'],http://www.californiabids.com/bid_opportunities/2018/01/17/8157161-RFP___Raised_Median_Along_Dr._Martin_Luther_King_Jr._Boulevard.html,"['Stockton, City of - Public Works Dept.']","['United States, CA']"," To provide for the preparation of plans, specifications, and estimate for the installation of raised median curbs along MLK Boulevard between Beighle Alley and Mariposa Rd. New median curb, gutter, and hardscape will fill in and connect to existing c... ",,X,
2/14/2018,['Request for Qualifications - As-needed Surveying Services No. 4'],http://www.californiabids.com/bid_opportunities/2018/01/15/8350812-Request_for_Qualifications___As_needed_Surveying_Services_No._4.html,"['San Francisco, Department of Public Works, Project Management Division']","['United States, CA']"," Provide services for professional land surveying, including, but not be limited to: topographic surveys, boundary surveys, precise digital leveling, legal descriptions, general land surveying services, such as research, construction staking, calculat... ",,X,
2/14/2018,['RFP -  Financial Advisory Services'],http://www.californiabids.com/bid_opportunities/2018/01/10/8341671-RFP____Financial_Advisory_Services.html,['Contra Costa Transportation Authority'],"['United States, CA']"," Provide as-needed financial advisory services to achieve financing objectives. Provide general advisory, strategic and analytical services related to funding transportation capital projects, including: financial planning and modeling; assisting with ... ",,X,
2/14/2018,['RFP - Grasslands Regional Park Livestock Grazing Services'],http://www.californiabids.com/bid_opportunities/2017/12/26/8307621-RFP___Grasslands_Regional_Park_Livestock_Grazing_Services.html,"['Yolo County, Purchasing']","['United States, CA']", To administer vegetation management service. ,,X,
2/14/2018,['Kane Ranch Open Space Master Plan'],http://www.coloradobids.net/bid_opportunities/2018/01/25/8374726-Kane_Ranch_Open_Space_Master_Plan.html,['El Paso County  - Contracts & Procurement Division'],"['United States, CO']", Kane ranch open space master plan. ,,X,
2/14/2018,['RFI - Use and Operation of Camp McConnell'],http://www.floridabids.net/bid_opportunities/2018/01/04/8325317-RFI___Use_and_Operation_of_Camp_McConnell.html,['Alachua County - Purchasing Division'],"['United States, FL']"," Provide recreational, educational, ecological, or cultural services to the community; enhance the local economy; and minimize the fiscal burden on the taxpayers of the county. .  ",,X,
2/14/2018,['Main Grade No. 3 Bridge Rehabilitation at Green Swamp'],http://www.floridabids.net/bid_opportunities/2018/01/13/8348860-Main_Grade_No._3_Bridge_Rehabilitation_at_Green_Swamp.html,['Southwest Florida Water Management District'],"['United States, FL']"," Structure preparation and application  of  corrosion protection coatings, deck restoration, pollution protection of the project site from high pressure cleaning and blasting and other necessary incidental work for the bridge rehabilitation. ",,X,
2/14/2018,['Construct A Road & Concrete Low Water Crossing '],http://www.kansasbids.com/bid_opportunities/2018/01/25/8374520-Construct_A_Road___Concrete_Low_Water_Crossing_.html,['Kansas Department of Administration - Procurement and Contracts'],"['United States, KS']"," DESIGN/BUILD: Construct a road & concrete low water crossing: Road â€“ All design and construction will be to KDOT Specs: Approx. 3,500 FT long 20' wide road with a compacted asphalt millings top. New road will be built upon old road base. Road base ... ",,X,
2/14/2018,['Items for the Lending Closet'],http://www.kansasbids.com/bid_opportunities/2018/02/01/8391195-Items_for_the_Lending_Closet.html,"['Department of the Army, FedBid']","['United States, KS']"," LI 001: Folding Chairs, heavy duty wide, 350lbs - King Camp Folding Quad Chair Lumbar Back Support Light Weight Portable Deluxe Padded Oversize with Cooler and Armrest for Beach Camp, Carry Bag Included, 50, EA; LI 002: Waffle Maker- Black & Decker W... ",,X,
2/14/2018,['Healthy Start Software'],http://www.michiganbids.net/bid_opportunities/2018/01/20/8365017-Healthy_Start_Software.html,"['Genesee County, Purchasing']","['United States, MI']"," Owner seeks proposals from providers of Healthy  Start HRSA vendor hosted web-based software systems. The software must provide a case management platform, as well as, support all Core Components of federally mandated evaluation tools. ",,X,
2/14/2018,['SID 292 North Shore Green Area Maintenance 2018'],http://www.nebraskabids.com/bid_opportunities/2018/02/02/8394656-SID_292_North_Shore_Green_Area_Maintenance_2018.html,['Sarpy County Sanitary and Improvement Dist. No. 292'],"['United States, NE']"," Works include approx 24 EA 4"" high fine mowing, trimming, weeding and cleanup; 1 LS fertilizer; 5 EA 2"" to 6"" snow removal from trails and walkways;  100 LF construct silt fence; See outside link. ",,X,
2/14/2018,"['Front Street Interceptor Rehabilitation, Phase I']",http://www.pennsylvaniabids.com/bid_opportunities/2018/01/08/8334937-Front_Street_Interceptor_Rehabilitation__Phase_I.html,['Capital Region Water'],"['United States, PA']"," Rehabilitation of approx. 1,900 LF of 30"" gravity sewer, with associated manhole rehabilitation, manhole installations, surface restoration, bypass pumping and maintenance of traffic, and all other work. ",,X,
2/14/2018,['The Larosa Partnership Program Volunteer Water Quality Monitoring Larosa Analytical Services Grant'],http://www.vermontbids.com/bid_opportunities/2018/01/11/8340925-The_Larosa_Partnership_Program_Volunteer_Water_Quality_Monitoring_Larosa_Analytical_Services_Grant.html,[' Vermont Dept of Environmental Conservation Watershed Management Division'],"['United States, VT']"," To monitor and assess the physical, chemical and biological condition of Vermont’s surface waters to maintain, protect, enhance and restore their integrity and uses. To interpret, analyze and communicate monitoring and assessment results within the... ",,X,
2/15/2018,['Napa Lateral Project'],http://www.californiabids.com/bid_opportunities/2018/01/17/8354671-Napa_Lateral_Project.html,['Inland Empire Utilities Agency'],"['United States, CA']"," The napa lateral project is a DESIGN-BUILD project. The work consists: design, furnish, deliver and install approx. 10,000 LF of 12"", 16"", and 24"" dia. pipes, fittings, valves, air release and vacuum valve assemblies, blow-off assemblies, stub-outs, ... ",,X,
2/15/2018,['Juvenile Justice Crime Prevention Act (JJCPA) – Community Supervision Program'],http://www.californiabids.com/bid_opportunities/2017/12/23/8234274-Juvenile_Justice_Crime_Prevention_Act__JJCPA__%E2%80%93_Community_Supervision_Program.html,"['Alameda County General Services Agency, Purchasing Dept. GSA']","['United States, CA']"," The jjcpa legislation requires funded programs to be modeled on strategies that have demonstrated effectiveness in curbing juvenile delinquency. Additionally, this legislation requires counties to collect and report information related to annual prog... ",,X,
2/15/2018,"['Request for Qualifications - On-Call Inspection, Material Testing and Environmental Services']",http://www.coloradobids.net/bid_opportunities/2018/01/04/8325407-Request_for_Qualifications___On_Call_Inspection__Material_Testing_and_Environmental_Services.html,"['Denver, County/City']","['United States, CO']"," Inspection, materials testing and environmental services.  ",,X,
2/15/2018,['Engineering Services'],http://www.coloradobids.net/bid_opportunities/2018/01/19/8361052-Engineering_Services.html,['Clifton Water District'],"['United States, CO']", Provide engineering services related to the district's water system base mapping and hydraulic modeling. Services consist of providing a review and evaluation of the district's existing information system and produce a preliminary report and recommen... ,,X,
2/15/2018,"['Request for Qualifications - On-Call Inspection, Material Testing and Environmental Services']",http://www.coloradobids.net/bid_opportunities/2018/01/04/8325407-Request_for_Qualifications___On_Call_Inspection__Material_Testing_and_Environmental_Services.html,"['Denver, County/City']","['United States, CO']"," Inspection, materials testing and environmental services.  ",,X,
2/15/2018,['Pavement Condition Assessment and Maintenance Plan'],http://www.coloradobids.net/bid_opportunities/2018/02/01/8392742-Pavement_Condition_Assessment_and_Maintenance_Plan.html,"['Durango, City of - Public Works Dept.']","['United States, CO']"," Pavement condition assessment and maintenance plan. Services shall include coordinating with the citys GIS department, for locations to be surveyed, collecting data, updating the citys pavement condition database in lucity asset management system, an... ",,X,
2/15/2018,['Engineering Services'],http://www.coloradobids.net/bid_opportunities/2018/01/19/8361052-Engineering_Services.html,['Clifton Water District'],"['United States, CO']", Provide engineering services related to the district's water system base mapping and hydraulic modeling. Services consist of providing a review and evaluation of the district's existing information system and produce a preliminary report and recommen... ,,X,
2/15/2018,['Request for Qualifications - ngineering Services for System Hydraulic Model and GIS Evaluation'],http://www.coloradobids.net/bid_opportunities/2018/01/20/8364121-Request_for_Qualifications___ngineering_Services_for_System_Hydraulic_Model_and_GIS_Evaluation.html,['Clifton Water District'],"['United States, CO']", Provide engineering services related to the district's water system base mapping and hydraulic modeling. Services consist of providing a review and evaluation of the district's existing information system and produce a preliminary report and recommen... ,,X,
2/15/2018,['Dowsett Highlands Relief Sewer - Nuuanu Avenue'],http://www.hawaiibids.net/bid_opportunities/2018/01/04/8324419-Dowsett_Highlands_Relief_Sewer___Nuuanu_Avenue.html,['Honolulu City & County Dept. of Budget and Fiscal Services - Division of Purchasing'],"['United States, HI']"," The work for this project includes the construction of approx. 6,890 LF of new sewer gravity lines using open trench methods. The project also includes the construction of connections to existing sewer pipes and sewer connection manholes. The pipelin... ",,X,
2/15/2018,['Over Legal Permit System and Commercial Registration System'],http://www.idahobids.com/bid_opportunities/2017/12/28/8285142-Over_Legal_Permit_System_and_Commercial_Registration_System.html,"['Idaho Dept. of Administration, Division of Purchasing']","['United States, ID']", Seeking an Over Legal Permit System and a Commercial Registration System which includes an International Registration Plan and Full Fee System to be provided as a Software as a Service. ,,X,
2/15/2018,['Construction Idiq Multiple Award Task Order Contract (MATOC)'],http://www.illinoisbids.com/bid_opportunities/2018/01/14/8350083-Construction_Idiq_Multiple_Award_Task_Order_Contract__MATOC_.html,"[""Dept. of Veterans Affairs, Acquisition and Materiel Management's, National Acquisition Center""]","['United States, IL']"," Provide construction, alteration or repairs of buildings, structures, or other real property for one (1) base year and four (4) one-year option periods. Work includes following categories: construction, repair and alteration of facilities, interior a... ",,X,
